dwa_id,dwa_title,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,verdict,confidence,rationale,rubric_version,model,scored_at,n_raters,score_disagreement,raters
4.A.2.a.4.b.4,Analyze market conditions or trends.,47.5,77.5,2.5,12.5,62.5,32.5,37.5,augmentable,medium,"Gathering, summarising and comparing market evidence is squarely in frontier-model territory; the constraint is proprietary or tacit channel knowledge and the strategic weighting of ambiguous signals.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:22Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.2.a.4.b.5,Analyze website or related online data to track trends or usage.,82.5,80.0,0.0,5.0,27.5,15.0,15.0,largely_automatable,high,"Web analytics platforms already collect, segment, anomaly-detect and narrate usage trends automatically, and errors are cheap and reversible, so nothing binds a human to the loop.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:22Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.2.a.4.b.6,Analyze market or customer related data.,61.0,80.0,0.0,10.0,45.0,30.0,30.0,largely_automatable,medium,"Segmentation, churn scoring and cohort analysis over CRM data are commodity automated pipelines; residual human input is framing the business question and privacy compliance rather than the analysis itself.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:22Z,2,4.6,claude-opus-5;claude-sonnet-5
4.A.2.a.4.b.8,Analyze market research data.,57.5,81.5,1.5,12.5,47.5,27.5,30.0,augmentable,medium,"Survey coding, segmentation and cross-tab analysis are already substantially tool-driven and LLM-tractable; the binding constraint is framing which commercial question the data actually answers and defending the inference to decision-makers.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:32Z,2,9.4,claude-opus-5;claude-sonnet-5
4.A.2.a.4.c.3,Analyze risks to minimize losses or damages.,37.5,71.5,6.5,20.0,74.0,64.0,64.0,augmentable,medium,"Quantitative loss modelling is automatable but tail risks and novel exposures are precisely where models fail; an accountable human underwriter, actuary or risk officer must own the residual judgment.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:32Z,2,9.3,claude-opus-5;claude-sonnet-5
4.A.2.a.4.d.1,Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields.,55.0,83.0,5.0,6.0,45.0,37.5,42.5,augmentable,medium,"Symbolic and statistical computation is machine-native, but selecting an appropriate model and validating that its assumptions hold for the physical or applied problem still requires expert framing.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:32Z,2,11.1,claude-opus-5;claude-sonnet-5
4.A.2.a.4.d.2,Analyze data to identify trends or relationships among variables.,67.5,88.5,1.5,5.0,41.5,27.5,32.5,largely_automatable,medium,Trend detection and correlation discovery are routinely performed end-to-end by deployed analytics and AutoML pipelines; the human residue is distinguishing spurious from meaningful relationships.,2026-09-16.1,claude-opus-5,2026-09-16T21:57:32Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.2.a.4.e.1,Evaluate technical data to determine effect on designs or plans.,32.5,68.5,10.0,15.0,61.5,63.5,61.5,augmentable,medium,"Propagating a technical finding through a design requires integrating tacit constraints and code obligations, and in licensed engineering contexts a named professional must sign off on the design change.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:32Z,2,12.1,claude-opus-5;claude-sonnet-5
4.A.2.a.4.e.2,Analyze design requirements for computer or electronics systems.,39.0,77.0,6.5,17.5,50.0,44.0,46.0,augmentable,medium,"Requirements are textual and highly LLM-tractable, but they arrive incomplete and contradictory from stakeholders, so eliciting and reconciling intent remains the bottleneck.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:32Z,2,10.6,claude-opus-5;claude-sonnet-5
4.A.2.a.4.e.3,Evaluate designs or specifications to ensure quality.,36.5,65.0,15.0,13.5,57.5,66.0,62.5,augmentable,medium,"Rule-based design-rule and specification checking is automated in CAD/EDA toolchains, but quality sign-off is a formal accountability act tied to a responsible reviewer.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:32Z,2,8.9,claude-opus-5;claude-sonnet-5
4.A.2.a.4.e.4,Analyze green technology design requirements.,32.5,71.5,10.0,16.5,57.5,45.0,42.5,augmentable,low,"Standards, incentives and lifecycle data are documentary and machine-readable, but green criteria are contested and rapidly shifting, so defensible interpretation still rests with a human specialist.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:32Z,2,11.6,claude-opus-5;claude-sonnet-5
4.A.2.a.4.e.5,Analyze project data to determine specifications or requirements.,41.0,76.0,7.5,21.0,51.5,45.0,44.0,augmentable,medium,Deriving specifications from project data is a synthesis task models handle well on clean inputs; the constraint is that much of the governing context is unwritten and must be negotiated with clients and teams.,2026-09-16.1,claude-opus-5,2026-09-16T21:57:32Z,2,10.3,claude-opus-5;claude-sonnet-5
4.A.2.a.4.e.6,Analyze design or requirements information for mechanical equipment or systems.,33.5,65.0,15.0,12.5,56.0,59.0,61.5,augmentable,medium,"Mechanical analysis depends on geometry, materials behaviour and failure modes that simulation tools assist with but cannot certify; licensed engineering responsibility anchors the final determination.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:32Z,2,11.6,claude-opus-5;claude-sonnet-5
4.A.2.a.4.e.7,Evaluate environmental or sustainability projects.,23.5,71.5,18.5,31.0,73.0,65.0,57.5,resistant,medium,"Evaluation typically requires site verification, stakeholder consultation and weighing contested ecological and social values, none of which a model can discharge or be held answerable for.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:32Z,2,11.4,claude-opus-5;claude-sonnet-5
4.A.2.a.4.e.8,Analyze costs and benefits of proposed designs or projects.,40.0,85.5,5.0,21.5,61.5,52.5,52.5,augmentable,medium,"The arithmetic of cost-benefit analysis is trivially automatable, but the results hinge on assumptions, discount rates and scope choices that are contestable and must be owned by a human analyst.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:32Z,2,6.7,claude-opus-5;claude-sonnet-5
4.A.2.a.4.f.1,Analyze health-related data.,35.0,81.0,5.0,12.5,57.5,72.5,67.5,augmentable,medium,"Health data analysis is largely information processing that models and analytics tools handle well, but clinical and regulatory governance requires a licensed human to own conclusions drawn from patient data.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:36Z,2,4.6,claude-opus-5;claude-sonnet-5
4.A.2.a.4.f.2,Analyze patient data to determine patient needs or treatment goals.,22.5,76.5,7.5,37.5,72.5,86.5,80.0,human_anchored,medium,Setting treatment goals is a licensed clinical act tied to patient preferences and consent; models can draft the assessment but scope-of-practice rules bind responsibility to a clinician.,2026-09-16.1,claude-opus-5,2026-09-16T21:57:36Z,2,5.1,claude-opus-5;claude-sonnet-5
4.A.2.a.4.f.3,Analyze test data or images to inform diagnosis or treatment.,40.0,80.0,7.5,12.5,67.5,87.5,86.5,augmentable,high,FDA-cleared imaging and lab-interpretation AI is deployed but almost universally as a flagging or triage aid; a radiologist or pathologist must sign the diagnostic report.,2026-09-16.1,claude-opus-5,2026-09-16T21:57:36Z,2,4.7,claude-opus-5;claude-sonnet-5
4.A.2.a.4.f.4,Analyze medical data to determine cause of death.,13.5,65.0,25.0,15.0,76.0,93.0,89.0,human_anchored,high,"Cause-of-death determination is a statutory certification by a named medical examiner or coroner with legal consequences, and often depends on physical examination evidence.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:36Z,2,7.6,claude-opus-5;claude-sonnet-5
4.A.2.a.4.f.5,Calculate numerical data for medical activities.,71.0,85.0,5.0,5.0,22.5,62.5,69.0,largely_automatable,medium,Dose and formula calculations are deterministic and already embedded in calculators and pharmacy systems; the residual constraint is mandated independent human verification because arithmetic errors can be lethal.,2026-09-16.1,claude-opus-5,2026-09-16T21:57:36Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.2.a.4.f.6,Analyze quantitative data to determine effectiveness of treatments or therapies.,44.0,86.5,4.0,7.5,56.0,64.0,57.5,augmentable,medium,"Statistical evaluation of treatment effectiveness is highly codified and tool-supported, but confounding, endpoint selection and regulatory sign-off keep a qualified analyst accountable.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:36Z,2,6.1,claude-opus-5;claude-sonnet-5
4.A.2.a.4.g.12,Analyze data to inform operational decisions or activities.,45.0,84.0,4.0,17.5,51.5,40.0,41.0,augmentable,medium,BI and analytics pipelines plus LLM interpretation cover most of the analytic core; the binding constraint is that the decision context and consequences sit with an accountable manager.,2026-09-16.1,claude-opus-5,2026-09-16T21:57:36Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.2.a.4.g.14,Analyze data to identify or resolve operational problems.,44.0,82.5,7.5,17.5,56.0,40.0,42.5,augmentable,medium,"Anomaly detection and root-cause suggestion are well automated, but confirming causes and enacting fixes usually requires tacit process knowledge and access to the physical or organisational system.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:36Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.2.a.4.g.16,Analyze traffic data.,66.5,73.5,6.5,6.5,32.5,32.5,37.5,largely_automatable,medium,"Traffic counting, flow modelling and signal-timing optimisation run on deployed sensor and simulation platforms with minimal human input; engineering sign-off applies mainly when designs change infrastructure.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:36Z,2,5.3,claude-opus-5;claude-sonnet-5
4.A.2.a.4.g.17,Analyze energy usage data.,68.5,80.0,6.5,7.5,30.0,30.0,29.0,largely_automatable,high,"Metering, building-management analytics and automated disaggregation already produce energy usage findings end-to-end; humans mainly choose which recommended retrofits to fund.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:36Z,2,5.3,claude-opus-5;claude-sonnet-5
4.A.2.a.4.g.2,Analyze operational or research data.,46.5,84.0,5.0,12.5,51.5,37.5,37.5,augmentable,medium,Generic data analysis is squarely in the wheelhouse of code-writing models and statistical tooling; framing the question and validating that results mean something remain human-owned.,2026-09-16.1,claude-opus-5,2026-09-16T21:57:36Z,2,5.6,claude-opus-5;claude-sonnet-5
4.A.2.a.4.g.3,"Analyze operational data to evaluate operations, processes or products.",48.5,83.0,5.5,15.0,47.5,38.5,38.5,augmentable,medium,"Performance evaluation against metrics is routinely dashboarded and can be narrated by models, but judging whether a process or product is acceptable involves contested standards and organisational stakes.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:36Z,2,7.6,claude-opus-5;claude-sonnet-5
4.A.2.a.4.g.4,Evaluate energy production data.,57.5,77.5,5.0,7.5,35.0,35.0,40.0,augmentable,medium,Energy output data is already streamed into SCADA and analytics platforms that flag anomalies and compute performance metrics automatically; what remains human is deciding which deviations matter operationally and committing to a response.,2026-09-16.1,claude-opus-5,2026-09-16T21:57:57Z,2,3.6,claude-opus-5;claude-sonnet-5
4.A.2.a.4.g.5,Interpret research or operational data.,47.5,82.5,5.0,12.5,50.0,37.5,40.0,augmentable,medium,"Interpretation is pure symbolic reasoning over structured data, which frontier models handle well, but grounding conclusions in undocumented process context and owning the inference still requires the domain expert.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:57Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.2.a.4.g.6,Model operational processes.,40.0,77.5,5.0,15.0,57.5,40.0,45.0,augmentable,medium,"Code generation and simulation tooling can build and calibrate process models quickly, but choosing the abstraction, boundary conditions and validation criteria is a contested modelling judgment that no deployed system owns.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:57Z,2,4.3,claude-opus-5;claude-sonnet-5
4.A.2.a.4.i.1,Appraise environmental impact of regulations or policies.,22.5,77.5,5.0,20.0,72.5,57.5,55.0,augmentable,medium,"The evidence base is documentary and highly amenable to model synthesis, but environmental impact appraisal rests on contested causal and valuation assumptions that expert reviewers and statutory processes must adjudicate.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:57Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.2.a.4.i.2,Analyze environmental regulations to ensure organizational compliance.,32.5,85.0,7.5,17.5,52.5,67.5,60.0,augmentable,medium,"Mapping regulatory text onto operational facts is exactly what language models do well, yet compliance determinations carry legal liability that requires a named accountable officer to certify.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:57Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.2.a.4.i.3,Analyze impact of legal or regulatory changes.,30.0,86.5,4.0,17.5,62.5,60.0,57.5,augmentable,medium,"Tracking and summarising legal change is largely text analysis, but forecasting how a change will bite on a specific organisation involves ambiguity and enforcement-practice knowledge that models get wrong in ways only counsel can catch.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:57Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.2.a.4.i.4,Evaluate applicable laws and regulations to determine impact on organizational activities.,29.0,85.0,5.0,20.0,62.5,70.0,60.0,augmentable,medium,The binding constraint is professional responsibility: legal applicability opinions must be attributable to a licensed or officer-level human even when the analytic draft is machine-produced.,2026-09-16.1,claude-opus-5,2026-09-16T21:57:57Z,2,8.1,claude-opus-5;claude-sonnet-5
4.A.2.a.4.j.1,Analyze laboratory specimens to detect abnormalities or other problems.,52.5,42.5,65.0,7.5,47.5,72.5,72.5,augmentable,medium,"High-throughput analysers and image-based screening already automate much of the detection step, but specimen handling plus regulated result verification and sign-off keep a certified technologist or pathologist in the loop.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:57Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.2.a.4.j.2,Analyze forensic evidence to solve crimes.,17.5,45.0,50.0,20.0,70.0,86.5,87.5,human_anchored,high,"Instruments and database matching automate parts of the workflow, but chain-of-custody, admissibility and courtroom testimony legally require an identifiable expert to own every interpretive step.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:57Z,2,6.1,claude-opus-5;claude-sonnet-5
4.A.2.a.4.j.3,Analyze crime scene evidence.,10.0,30.0,79.0,20.0,70.0,86.5,88.5,human_anchored,high,"Evidence must be recognised, collected and documented in situ under adversarial legal scrutiny; neither the embodiment nor the sworn accountability can be delegated to a system.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:57Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.2.a.4.j.4,Analyze laboratory findings.,40.0,76.5,15.0,12.5,52.5,67.5,65.0,augmentable,medium,"Once findings are digital, correlation and flagging are well within model reach, but clinical or scientific interpretation that drives consequential decisions needs a credentialed signer.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:57Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.2.a.4.j.5,Analyze biological samples.,52.5,40.0,71.5,6.5,50.0,62.5,67.5,augmentable,medium,"Automated liquid handling and assay platforms cover routine sample processing, but preparation of non-standard samples and troubleshooting anomalous runs still demand bench hands and expert oversight.",2026-09-16.1,claude-opus-5,2026-09-16T21:57:57Z,2,5.9,claude-opus-5;claude-sonnet-5
4.A.2.a.4.j.6,Analyze chemical compounds or substances.,50.0,47.5,65.0,6.5,45.0,55.0,60.0,augmentable,medium,"Automated analyzers and chemometric software handle instrument runs and spectral matching, but sample preparation, handling and method selection remain hands-on in a lab, and results affecting safety or regulatory compliance need a signing analyst.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:06Z,2,10.3,claude-opus-5;claude-sonnet-5
4.A.2.a.4.k.2,Analyze financial information.,57.5,86.5,1.5,12.5,55.0,57.5,55.0,augmentable,high,Purely symbolic work over structured and textual data that models handle well; the binding constraint is data trustworthiness and the fact that material financial conclusions are attested to by a named professional.,2026-09-16.1,claude-opus-5,2026-09-16T21:58:06Z,2,4.4,claude-opus-5;claude-sonnet-5
4.A.2.a.4.k.4,Analyze business or financial data.,58.5,85.0,1.5,14.0,55.0,50.0,50.0,augmentable,high,BI pipelines plus LLM analysis can generate most descriptive and diagnostic findings; framing the business question and owning the interpretation for decision-makers is what still requires a human.,2026-09-16.1,claude-opus-5,2026-09-16T21:58:06Z,2,3.4,claude-opus-5;claude-sonnet-5
4.A.2.a.4.l.1,Conduct quantitative failure analyses of operational data.,50.0,76.5,7.5,6.5,57.5,57.5,65.0,augmentable,medium,"Reliability statistics (Weibull fits, Pareto/root-cause ranking) are well-codified and scriptable, but linking statistical signal to true physical failure mechanisms needs engineering knowledge of the asset and carries safety accountability.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:06Z,2,4.4,claude-opus-5;claude-sonnet-5
4.A.2.a.4.l.2,"Analyze security of systems, network, or data.",50.0,75.0,6.5,12.5,65.0,67.5,77.5,augmentable,high,"Scanners, SIEM correlation and increasingly LLM triage automate detection breadth, but adversarial novelty, false-positive arbitration and risk acceptance decisions keep a named security owner in the loop.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:06Z,2,5.4,claude-opus-5;claude-sonnet-5
4.A.2.a.4.l.3,Interpret design or operational test results.,41.5,75.0,12.5,12.5,62.5,62.5,65.0,augmentable,medium,"Models can compute against spec limits and draft interpretations, but deciding whether anomalous results mean a design flaw, a test artifact or an acceptable deviation is contested engineering judgment that must be signed off.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:06Z,2,5.3,claude-opus-5;claude-sonnet-5
4.A.2.a.4.l.4,Analyze test or validation data.,52.5,76.5,7.5,6.5,52.5,57.5,60.0,augmentable,medium,Pass/fail checking against defined acceptance criteria is already automated in test benches and validation suites; the residual human role is adjudicating out-of-spec and ambiguous cases and attesting to validation.,2026-09-16.1,claude-opus-5,2026-09-16T21:58:06Z,2,5.1,claude-opus-5;claude-sonnet-5
4.A.2.a.4.l.5,Analyze test or performance data to assess equipment operation.,59.0,70.0,12.5,6.0,47.5,50.0,57.5,augmentable,medium,Condition-monitoring and predictive-maintenance platforms already flag equipment degradation from sensor streams with little human input; interpretation becomes human only when the recommended action is costly or safety-critical.,2026-09-16.1,claude-opus-5,2026-09-16T21:58:06Z,2,4.1,claude-opus-5;claude-sonnet-5
4.A.2.b.1.a.3,Estimate costs or terms of sales.,57.5,77.5,4.0,35.0,47.5,45.0,42.5,augmentable,medium,CPQ and dynamic pricing engines already generate quotes and terms automatically for standardised offerings; bespoke deals hinge on reading the customer and on commitment authority a human holds.,2026-09-16.1,claude-opus-5,2026-09-16T21:58:06Z,2,5.4,claude-opus-5;claude-sonnet-5
4.A.2.b.1.b.1,Determine causes of operational problems or failures.,36.0,63.5,37.5,15.0,67.5,60.0,67.5,resistant,medium,"Root-cause reasoning is language-tractable when data is complete, but causes usually surface only through on-site inspection, interviewing operators and physically probing the system, which no deployed system does end-to-end.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:06Z,2,9.4,claude-opus-5;claude-sonnet-5
4.A.2.b.1.b.2,Troubleshoot equipment or systems operation problems.,30.0,55.0,62.5,15.0,60.0,52.5,60.0,resistant,high,"Troubleshooting is an interactive loop of hypothesis, physical test and reconfiguration on the equipment itself; automated diagnostics assist the hypothesis step but cannot execute the manipulation.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:06Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.2.b.1.b.3,Diagnose equipment malfunctions.,34.0,55.0,63.5,10.0,57.5,52.5,62.5,resistant,high,"Onboard fault codes and diagnostic software narrow the field, but confirming a malfunction requires sensory and manual access to the machine — disassembly, measurement, listening and feeling — that remains human.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:06Z,2,7.7,claude-opus-5;claude-sonnet-5
4.A.2.b.1.c.4,Approve expenditures.,27.5,50.0,1.5,22.5,47.5,90.0,60.0,human_anchored,high,"Rule-based spend approvals are already auto-approved below thresholds, but fiduciary and audit requirements demand a named authorizer with delegated signing authority for anything discretionary.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:00Z,2,8.3,claude-opus-5;claude-sonnet-5
4.A.2.b.1.d.10,Determine appropriate methods for data analysis.,45.0,85.0,1.0,10.0,62.5,42.5,45.0,augmentable,medium,"Selecting statistical or modelling approaches is pure reasoning over data structure and question framing, which LLMs and AutoML do well; the constraint is that method choice encodes contestable assumptions a domain expert must defend.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:00Z,2,4.6,claude-opus-5;claude-sonnet-5
4.A.2.b.1.d.11,Determine protocols for medical procedures.,16.0,67.5,10.0,27.5,72.5,93.5,91.0,human_anchored,high,"Models can synthesise guidelines and draft protocol text, but clinical protocols require licensed physician sign-off and institutional review because patient safety liability is non-delegable.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:00Z,2,6.0,claude-opus-5;claude-sonnet-5
4.A.2.b.1.d.3,Determine operational methods.,32.5,65.0,15.0,27.5,60.0,52.5,50.0,augmentable,low,"Highly heterogeneous activity; optimisation software already sets many operational parameters, but choosing methods usually requires tacit knowledge of the specific worksite and buy-in from those who will execute them.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:00Z,2,9.3,claude-opus-5;claude-sonnet-5
4.A.2.b.1.d.5,Determine methods to minimize environmental impact of activities.,27.5,70.0,15.0,27.5,70.0,65.0,60.0,augmentable,medium,"Regulatory synthesis and mitigation-option generation are strongly LLM-exposed, but the tradeoffs among cost, ecology and compliance are contested and permits require a certified professional's attestation.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:00Z,2,11.4,claude-opus-5;claude-sonnet-5
4.A.2.b.1.f.1,Diagnose dental conditions.,15.0,50.0,70.0,45.0,65.0,92.5,77.5,human_anchored,high,"Caries and radiograph AI detection is commercially deployed, but diagnosis still needs intraoral examination, tactile probing and a licensed dentist to own the finding.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:00Z,2,2.9,claude-opus-5;claude-sonnet-5
4.A.2.b.1.f.2,Diagnose medical conditions.,17.5,67.5,45.0,50.0,77.5,96.5,92.5,human_anchored,high,"Frontier models match or beat clinicians on vignette reasoning, yet physical examination, history elicitation and statutory licensure mean the diagnostic act legally belongs to a named clinician.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:00Z,2,6.1,claude-opus-5;claude-sonnet-5
4.A.2.b.1.f.3,Diagnose neural or psychological disorders.,12.5,62.5,27.5,70.0,84.0,92.5,86.5,human_anchored,high,"Psychiatric and neuropsychological diagnosis rests on clinical observation of affect and behaviour within a therapeutic relationship, with contested criteria and licensure-bound liability.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:00Z,2,7.3,claude-opus-5;claude-sonnet-5
4.A.2.b.1.g.1,Edit written materials.,72.5,95.0,1.0,10.0,30.0,22.5,20.0,largely_automatable,high,"Text revision for grammar, clarity and style is the canonical LLM strength and is already shipped in mainstream writing tools; only high-stakes voice and factual verification still pull a human back in.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:00Z,2,3.1,claude-opus-5;claude-sonnet-5
4.A.2.b.1.g.2,Edit documents.,71.5,94.0,1.5,8.5,30.0,25.0,22.5,largely_automatable,high,"Document editing is language transformation over supplied text, fully within deployed model capability; residual human need is limited to final responsibility for contractual or regulated wording.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:00Z,2,3.4,claude-opus-5;claude-sonnet-5
4.A.2.b.1.h.1,Estimate technical or resource requirements for development or production projects.,37.5,75.0,7.5,20.0,65.0,47.5,50.0,augmentable,medium,"Parametric estimating software plus models can generate resource takeoffs quickly, but the binding constraint is unmodelled project-specific scope uncertainty that an estimator must judge and stand behind in a bid.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:00Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.2.b.1.h.10,Estimate time requirements for development or production projects.,42.5,76.0,5.0,20.0,63.5,42.5,42.5,augmentable,medium,"Historical-data-driven schedule estimation is well suited to algorithms and already embedded in project tools, yet novel scope, dependency risk and organisational optimism require human calibration and commitment.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:00Z,2,7.7,claude-opus-5;claude-sonnet-5
4.A.2.b.1.h.11,"Determine types of equipment, tools, or materials needed for jobs.",37.5,67.5,15.0,17.5,47.5,35.0,37.5,augmentable,medium,"Specifying equipment and materials is codified knowledge work that estimating software and LLMs handle well from specs, but binding constraint is tacit site/job knowledge and the fact that a wrong bill of materials creates real downstream cost, so a qualified human signs off.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:14Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.2.b.1.h.2,Identify information technology project resource requirements.,35.0,77.5,2.5,27.5,57.5,40.0,40.0,augmentable,medium,"Almost entirely document- and data-based reasoning that models do strongly, but accurate IT resourcing depends on undocumented organizational context, stakeholder negotiation and commitments that a named project owner must make.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:14Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.2.b.1.h.5,Determine resource needs.,30.0,65.0,12.5,22.5,52.5,37.5,37.5,augmentable,low,"Generic resource determination is analytic and highly model-exposed, but the input assumptions are rarely fully documented and the resulting budget commitment is owned by a human manager; wording is too broad for a confident call.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:14Z,2,9.3,claude-opus-5;claude-sonnet-5
4.A.2.b.1.h.7,"Estimate supplies, ingredients, or staff requirements for food preparation activities.",55.0,60.0,17.5,15.0,35.0,25.0,25.0,augmentable,medium,"Demand forecasting and par-level software already computes ingredient and labor needs from POS history; the residual human role is correcting for local events, deliveries and on-hand stock that the system cannot observe.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:14Z,2,3.6,claude-opus-5;claude-sonnet-5
4.A.2.b.1.i.1,Implement organizational process or policy changes.,10.0,40.0,15.0,77.5,62.5,67.5,55.0,human_anchored,high,"Implementation, as opposed to drafting, is change management: securing buy-in, exercising authority over staff and absorbing resistance, none of which can be delegated to a system that no one reports to.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:14Z,2,5.0,claude-opus-5;claude-sonnet-5
4.A.2.b.1.i.3,Apply new technologies to improve work processes.,15.0,55.0,27.5,42.5,57.5,45.0,42.5,resistant,medium,"Models can identify and configure candidate technologies, but actually inserting them into a live workflow requires physical/system integration and retraining people, which stalls end-to-end automation.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:14Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.2.b.1.i.4,Implement advertising or marketing initiatives.,30.0,65.0,15.0,42.5,50.0,35.0,32.5,augmentable,medium,"Programmatic ad platforms plus generative creative already execute large parts of campaign launch and optimization; the constraint is brand, budget and legal approval plus coordination with agencies and channel partners.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:14Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.2.b.1.i.6,Implement design or process improvements.,15.0,50.0,35.0,42.5,55.0,47.5,45.0,resistant,medium,"Designing the improvement is model-tractable but putting it into production touches equipment, procedures and people on the floor, and a responsible engineer or supervisor must validate the changed process.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:14Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.2.b.1.j.1,"Select tools, equipment, or technologies for use in operations or projects.",32.5,65.0,17.5,20.0,47.5,37.5,40.0,augmentable,medium,Matching specifications to catalogued tool and technology options is well within model capability; procurement authority and fitness-for-purpose liability keep the final selection with a human.,2026-09-16.1,claude-opus-5,2026-09-16T21:58:14Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.2.b.1.j.10,Select educational materials or equipment.,32.5,70.0,12.5,30.0,45.0,37.5,30.0,augmentable,medium,"Content matching to standards and learner level is strongly model-exposed, but adoption decisions carry pedagogical judgment about specific students and are subject to district or parental accountability.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:14Z,2,9.3,claude-opus-5;claude-sonnet-5
4.A.2.b.1.j.11,Select resources needed to accomplish tasks.,32.5,62.5,17.5,20.0,47.5,32.5,32.5,augmentable,low,An abstract allocation decision that maps well onto model reasoning and optimization tools; ambiguity of the phrasing and reliance on unlogged local availability limit full automation.,2026-09-16.1,claude-opus-5,2026-09-16T21:58:14Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.2.b.1.j.2,Select project materials.,32.5,60.0,25.0,17.5,45.0,40.0,40.0,augmentable,medium,"Material selection against performance, code and cost criteria is highly analyzable, but samples are often judged in hand and specification errors carry warranty or code-compliance liability requiring a named specifier.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:14Z,2,12.9,claude-opus-5;claude-sonnet-5
